PointID,WMA,Date,Time,Trap,Species,Sex,Wgt,HindFt,TailLgth,BodyLgth,TotalLgth,Comments,Column1
4990,SS,11/16/2008,9:30:00 AM,GR,BMHCRA,F,70,34,116,150,,,1
4997,SS,11/16/2008,9:20:00 AM,GR,BMHCRA,F,75,29,51,110,161,Broken tail,1
5075,PE,10/29/2008,1:30:00 PM,GR,BMEAWO,F,101,36,115,120,235,,1
5075,PE,10/29/2008,1:40:00 PM,GR,BMEAWO,,,,,,,Escaped,
5076,PE,10/28/2008,12:15:00 PM,GR,BMCOMO,M,27,21,55,85,140,Tail cut short but healed over time,1
5076,PE,10/28/2008,12:30:00 PM,GR,BMEAWO,,198,39,,,,"Tail freshly cut, bloody and bone showing, released due to poor condition",1
5076,PE,10/29/2008,1:00:00 PM,GR,BMCOMO,M,19,21,63,81,147,,1
5076,PE,10/29/2008,1:05:00 PM,GR,BMCOMO,M,27,21,55,85,140,,
5076,PE,10/29/2008,1:07:00 PM,GR,BMEAWO,M,198,39,45,188,233,"Same individual caught on 10/28, tail no longer bloody, measurements taken",1
5076,PE,10/30/2008,10:00:00 AM,GR,BMCOMO,M,18,21,63,84,147,,1
5091,PE,10/28/2008,11:15:00 AM,GR,BMCOMO,F,31,22,75,75,149,,1
5091,PE,10/28/2008,11:30:00 AM,TR,BMEAWO,M,180,38,185,185,370,,1
5110,PE,10/28/2008,12:30:00 PM,GR,BMHCRA,M,60,29,84,116,200,,1
5153,PE,11/2/2008,10:30:00 AM,GR,BMGOMO,F,19,17,64,63,127,,1
5202,PE,10/29/2008,10:48:00 AM,GR,BMCOMO,M,24,22,68,78,146,Frostbitten,1
5202,PE,10/30/2008,10:30:00 AM,GR,BMCOMO,F,33,22,79,85,164,,1
5202,PE,10/30/2008,10:35:00 AM,GR,BMCOMO,F,28,22,70,74,144,,
5202,PE,10/31/2008,1:10:00 PM,GR,BMCOMO,F,23,21,72,85,157,,1
5202,PE,10/31/2008,1:13:00 PM,GR,BMCOMO,F,30,22,78,95,163,,
5202,PE,10/31/2008,1:16:00 PM,TR,BMCOMO,M,34,22,78,93,161,,
5202,PE,10/31/2008,1:20:00 PM,TR,BMCOMO,M,33,22,71,98,169,,
5251,PE,10/28/2008,11:45:00 AM,GR,BMCOMO,F,26,22,70,85,155,,1
5262,PE,10/22/2008,11:14:00 AM,GR,BMEAWO,M,240,42,195,175,370,,1
5262,PE,10/22/2008,11:20:00 AM,GR,BMCOMO,M,29,22,72,74,146,,1
5262,PE,10/24/2008,10:30:00 AM,GR,BMCOMO,M,31,22,74,68,142,,1
5278,PE,10/22/2008,10:30:00 AM,GR,BMHCRA,F,90,32,100,125,225,,1
5278,PE,10/22/2008,10:44:00 AM,GR,BMHCRA,F,89,29,93,118,211,,
5278,PE,10/23/2008,10:00:00 AM,GR,BMHCRA,F,89,28,89,118,207,,1
5278,PE,10/23/2008,10:05:00 AM,GR,BMCOMO,M,34,22,71,78,149,,1
5278,PE,10/23/2008,10:10:00 AM,GR,BMHCRA,M,119,31,92,118,210,,
5278,PE,10/24/2008,10:55:00 AM,GR,BMHCRA,F,24,23,46,80,126,Juvenile,1
5278,PE,10/24/2008,11:05:00 AM,GR,BMHCRA,F,21,23,54,74,128,Juvenile,
5278,PE,10/24/2008,11:10:00 AM,GR,BMHCRA,F,90,30,94,110,204,,
5278,PE,10/24/2008,11:25:00 AM,GR,BMHCRA,F,119,32,98,125,223,,
5296,PE,10/24/2008,9:45:00 AM,GR,BMHCRA,F,43,27,75,85,,,
5296,PE,10/25/2008,10:30:00 AM,GR,BMHCRA,F,43,27,75,115,,,1
5296,PE,10/25/2008,10:40:00 AM,GR,BMHCRA,F,70,30,90,105,,,
5371,PE,10/24/2008,11:35:00 AM,GR,BMHCRA,M,375,30,88,135,,,1
5376,PE,10/24/2008,10:00:00 AM,GR,BMHCRA,F,164,34,102,150,,Not friendly,1
5376,PE,10/24/2008,10:10:00 AM,GR,BMHCRA,F,65,25,86,120,,,
5376,PE,10/25/2008,11:00:00 AM,GR,BMHCRA,F,102,28,92,150,,,1
5376,PE,10/25/2008,11:10:00 AM,GR,BMHCRA,F,154,32,,,,Escaped,
5376,PE,10/25/2008,11:15:00 AM,GR,BMHCRA,,,,,,,Released due to poor condition,
5376,PE,10/25/2008,11:16:00 AM,GR,BMHCRA,F,23,22,66,60,,,
5402,PE,10/15/2008,,GR,BMNORA,M,87,28,93,144,,,1
5417,PE,10/22/2008,11:30:00 AM,GR,BMEAWO,F,219,37,183,175,,,1
5417,PE,10/23/2008,11:00:00 AM,GR,BMEAWO,F,198,37,,,,Escaped,1
5417,PE,10/23/2008,11:05:00 AM,GR,BMHCRA,F,130,31,120,150,,,1
5417,PE,10/24/2008,11:10:00 AM,GR,BMCOMO,,,,,,,Escaped,1
5417,PE,10/24/2008,11:15:00 AM,GR,BMEAWO,F,95,35,98,128,,,1
5465,PE,10/16/2008,10:40:00 AM,GR,BMHCRA,F,179,33,114,145,259,,1
5483,PE,10/31/2008,9:35:00 AM,GR,BMCOMO,F,19,21,63,61,124,Juvenile,1
5483,PE,10/31/2008,9:42:00 AM,GR,BMCOMO,F,37,22,79,78,157,Nursing,
5483,PE,10/31/2008,9:47:00 AM,GR,BMCOMO,F,30,21,67,76,143,,
5483,PE,11/1/2008,10:48:00 AM,GR,BMHCRA,M,25,24,67,90,157,Juvenile,1
5483,PE,11/1/2008,10:53:00 AM,GR,BMCOMO,F,36,22,85,72,157,Nursing,1
5483,PE,11/1/2008,10:58:00 AM,GR,BMCOMO,M,32,22,65,77,142,,
5483,PE,11/2/2008,9:25:00 AM,GR,BMCOMO,M,32,22,63,85,148,,1
5483,PE,11/2/2008,9:29:00 AM,GR,BMCOMO,F,17,20,60,66,126,Juvenile,
5483,PE,11/2/2008,9:33:00 AM,GR,BMCOMO,M,33,23,89,90,179,,
5483,PE,11/2/2008,9:36:00 AM,GR,BMEAWO,F,190,38,180,165,345,,1
5488,PE,10/15/2008,10:24:00 AM,GR,BMHCRA,,110,,,,,Escaped,1
5488,PE,10/16/2008,9:35:00 AM,GR,BMHCRA,F,110,,105,122,127,,1
5488,PE,10/16/2008,9:40:00 AM,GR,BMHCRA,F,139,33,105,130,135,,
5561,PE,10/21/2008,10:40:00 AM,GR,BMCOMO,M,36,22,79,80,159,,1
5561,PE,10/22/2008,10:15:00 AM,GR,BMCOMO,M,32,22,82,83,,,1
5561,PE,10/23/2008,10:20:00 AM,GR,BMCOMO,M,31,22,83,83,,,1
5561,PE,10/23/2008,10:23:00 AM,GR,BMCOMO,F,29,21,74,80,,,
5561,PE,10/23/2008,10:30:00 AM,GR,BMCOMO,F,32,22,74,79,,,
5561,PE,10/23/2008,10:35:00 AM,GR,BMCOMO,F,130,30,102,140,,,
5573,PE,10/21/2008,10:30:00 AM,GR,BMHCRA,,,,,,,Escaped,1
5573,PE,10/22/2008,10:00:00 AM,GR,BMCOMO,F,30,21,78,80,,,1
5573,PE,10/23/2008,10:00:00 AM,GR,BMCOMO,F,31,21,76,80,,,1
5573,PE,10/23/2008,10:10:00 AM,GR,BMCOMO,F,84,30,97,116,,,
5665,PE,10/16/2008,11:10:00 AM,GR,BMEAWO,F,223,37,185,183,368,,1
5700,PE,10/16/2008,10:20:00 AM,GR,BMCOMO,F,35,23,83,109,192,,1
5824,GS,11/20/2008,9:40:00 AM,GR,BMEAWO,F,190,38,160,165,,,1
5824,GS,11/21/2008,9:00:00 AM,GR,BMHCRA,F,85,32,106,121,,Juvenile,1
5879,GS,11/20/2008,10:20:00 AM,GR,BMCOMO,F,32,22,80,90,,,1
5879,GS,11/21/2008,9:05:00 AM,GR,BMCOMO,F,32,22,82,89,171,,1
5879,GS,11/21/2008,9:10:00 AM,GR,BMCOMO,F,24,22,70,75,145,Dead,
5907,GS,11/19/2008,12:20:00 AM,GR,BMMRRA,F,51,29,106,88,,,1
5907,GS,10/20/2008,10:30:00 AM,GR,BMHCRA,M,135,34,113,152,,,1
5907,GS,10/20/2008,10:40:00 AM,GR,BMMRRA,F,30,28,99,90,,,1
5907,GS,10/20/2008,10:45:00 AM,GR,BMMRRA,M,37,29,103,105,,,
5907,GS,10/20/2008,10:47:00 AM,GR,BMEAWO,F,200,37,165,173,,,1
5907,GS,10/21/2008,9:35:00 AM,GR,BMHCRA,F,74,33,105,130,235,,1
5907,GS,10/21/2008,9:40:00 AM,GR,BMHCRA,,,,,,,Escaped,
5907,GS,10/21/2008,9:42:00 AM,GR,BMMRRA,F,33,27,110,101,211,,1
5907,GS,10/21/2008,9:45:00 AM,GR,BMMRRA,F,40,28,112,109,221,,
5907,GS,10/21/2008,9:50:00 AM,GR,BMMRRA,M,23,26,103,78,181,,
5907,GS,10/21/2008,9:53:00 AM,GR,BMHCRA,F,113,34,100,135,235,,0
5907,GS,10/21/2008,9:57:00 AM,GR,BMHCRA,M,113,35,110,140,250,,
